timestamp,accX,accY,accZ,step
83203,38,3,229,0
83214,39,4,228,0
83225,38,1,226,0
83236,38,4,228,0
83247,39,5,230,0
83258,40,3,227,0
83269,40,5,233,0
83279,41,6,234,0
83290,41,5,231,0
83300,42,12,234,0
83311,39,5,227,0
83322,39,6,230,0
83333,38,7,232,0
83344,37,5,232,0
83354,38,4,228,0
83365,37,4,229,0
83376,38,3,230,0
83387,38,7,230,0
83398,37,7,229,0
83409,38,6,230,0
83420,35,5,230,0
83431,34,5,230,0
83442,35,6,230,0
83453,35,5,230,0
83464,36,4,230,0
83475,36,5,229,0
83486,37,4,230,0
83497,39,4,232,0
83508,39,4,232,0
83519,40,5,230,0
83530,43,5,231,0
83541,45,5,230,0
83552,48,4,230,0
83563,49,4,230,0
83574,53,3,229,0
83585,56,2,227,0
83596,55,4,227,0
83607,54,5,228,0
83618,54,4,228,0
83629,52,3,230,0
83640,48,2,232,0
83651,45,3,234,0
83662,45,4,231,0
83673,46,6,230,0
83684,45,7,230,0
83695,43,6,232,0
83706,40,9,230,0
83717,40,8,231,0
83728,35,6,231,0
83739,33,3,232,0
83750,36,2,231,0
83761,38,5,231,0
83772,38,7,228,0
83783,39,6,228,0
83794,40,4,227,0
83805,41,3,227,0
83816,41,1,227,0
83827,42,0,225,0
83838,44,1,226,0
83849,45,2,226,0
83860,47,2,228,0
83871,48,1,227,0
83882,51,-1,231,0
83893,53,0,227,0
83904,48,1,229,0
83915,45,0,230,0
83926,42,0,230,0
83937,39,1,231,0
83948,35,0,231,0
83959,33,1,232,0
83970,34,3,232,0
83981,34,6,230,0
83992,36,7,229,0
84003,35,8,228,0
84014,34,8,228,0
84025,35,5,229,0
84036,36,8,228,0
84047,36,7,228,0
84058,37,9,227,0
84069,37,13,229,0
84080,36,9,230,0
84091,36,8,233,0
84102,35,8,233,0
84113,34,8,232,0
84124,33,12,232,0
84135,30,11,231,0
84146,28,10,230,0
84157,26,10,232,0
84168,26,10,231,0
84179,28,9,231,0
84190,29,11,230,0
84201,32,11,229,0
84212,33,12,230,0
84223,37,10,231,0
84234,37,5,231,0
84245,38,7,231,0
84256,38,6,231,0
84267,37,4,231,0
84278,37,3,230,0
84289,37,4,230,0
84300,37,5,228,0
84311,36,8,227,0
84322,36,7,227,0
84333,39,7,226,0
84344,38,7,226,0
84355,40,7,226,0
84366,39,10,225,0
84377,38,11,228,0
84388,38,11,230,0
84399,32,7,230,0
84410,30,7,231,0
84421,29,6,232,0
84432,27,6,230,0
84443,26,7,232,0
84454,24,7,229,0
84465,24,9,232,0
84476,25,9,233,0
84487,24,9,232,0
84498,22,5,231,0
84509,23,6,232,0
84521,25,7,233,0
84532,28,8,230,0
84543,28,9,231,0
84554,29,8,232,0
84565,31,8,232,0
84576,33,8,231,0
84587,33,7,232,0
84598,35,6,230,0
84609,34,6,230,0
84620,33,5,231,0
84631,32,6,230,0
84642,32,4,230,0
84653,30,5,229,0
84664,29,6,232,0
84675,29,5,233,0
84686,32,6,232,0
84697,34,6,232,0
84708,34,6,230,0
84719,35,5,229,0
84730,34,5,229,0
84741,34,6,228,0
84752,34,6,228,0
84763,32,6,228,0
84774,31,6,230,0
84785,30,5,230,0
84796,27,4,230,0
84807,29,2,231,0
84819,31,1,231,0
84830,31,3,230,0
84841,32,3,230,0
84852,33,6,230,0
84863,35,7,232,0
84874,34,10,228,0
84885,34,8,229,0
84896,35,5,228,0
84907,36,5,228,0
84918,36,5,229,0
84929,36,6,231,0
84940,34,5,230,0
84951,35,4,229,0
84962,36,4,227,0
84973,35,3,230,0
84984,36,3,230,0
84995,35,3,231,0
85006,36,4,231,0
85017,38,4,229,0
85028,38,5,229,0
85039,36,6,228,0
85050,36,6,231,0
85061,36,6,230,0
85072,37,6,230,0
85083,36,7,230,0
85094,34,4,231,0
85105,34,1,229,0
85116,32,0,230,0
85127,33,1,229,0
85138,32,3,229,0
85149,33,4,229,0
85160,32,4,230,0
85171,31,4,227,0
85182,31,5,227,0
85193,32,4,225,0
85204,32,2,232,0
85215,30,0,238,0
85226,31,0,235,0
85237,29,1,234,0
85248,28,0,236,0
85259,28,2,233,0
85270,29,4,231,0
85282,32,4,231,0
85293,34,3,232,0
85304,36,2,234,0
85315,36,3,230,0
85326,42,3,230,0
85337,45,7,229,0
85348,43,7,231,0
85359,43,4,233,0
85370,42,3,232,0
85381,40,5,230,0
85392,39,4,227,0
85403,36,5,225,0
85414,35,7,225,0
85425,33,9,225,0
85436,33,13,227,0
85447,32,12,227,0
85458,34,10,229,0
85469,36,8,230,0
85480,38,9,229,0
85491,37,10,229,0
85502,36,10,227,0
85513,36,11,230,0
85525,36,9,230,0
85536,35,9,232,0
85547,37,7,232,0
85558,35,5,230,0
85569,37,5,230,0
85580,39,7,230,0
85591,38,8,228,0
85602,39,8,230,0
85613,39,7,229,0
85624,40,10,229,0
85635,39,9,228,0
85646,37,7,226,0
85657,36,7,225,0
85669,34,5,227,0
85680,33,1,230,0
85691,35,4,231,0
85702,34,6,232,0
85713,37,7,232,0
85724,37,9,232,0
85735,39,6,233,0
85746,39,9,233,0
85757,41,8,231,0
85768,42,6,231,0
85779,42,8,232,0
85790,40,8,234,0
85801,39,6,231,0
85812,39,5,228,0
85823,39,6,225,0
85834,37,6,225,0
85845,38,10,226,0
85856,36,11,228,0
85867,36,9,227,0
85878,39,9,230,0
85889,41,10,232,0
85900,43,10,233,0
85911,45,9,231,0
85922,43,8,231,0
85933,42,10,228,0
85944,40,12,229,0
85955,35,12,230,0
85966,34,12,230,0
85977,34,12,228,0
85988,35,11,227,0
85999,36,10,226,0
86010,38,11,226,0
86021,40,9,226,0
86032,39,8,229,0
86043,40,6,228,0
86054,40,10,228,0
86065,42,10,230,0
86076,42,12,233,0
86087,43,12,233,0
86098,42,12,231,0
86109,42,12,231,0
86120,41,12,231,0
86131,40,9,227,0
86142,42,9,227,0
86153,40,8,227,0
86164,38,8,229,0
86175,36,11,229,0
86186,36,10,228,0
86197,36,10,229,0
86208,37,11,231,0
86219,38,14,232,0
86230,41,13,230,0
86241,40,11,229,0
86252,40,10,228,0
86263,39,10,229,0
86274,36,9,229,0
86285,37,6,230,0
86296,37,8,229,0
86307,38,6,230,0
86318,41,6,230,0
86329,43,9,232,0
86340,46,10,233,0
86351,46,9,231,0
86362,47,9,229,0
86373,45,11,228,0
86384,43,9,227,0
86395,41,7,227,0
86406,39,5,228,0
86417,36,4,229,0
86428,33,6,230,0
86439,30,6,231,0
86450,30,8,233,0
86461,30,9,234,0
86472,30,8,233,0
86483,29,7,232,0
86494,30,8,233,0
86505,31,6,231,0
86516,32,7,229,0
86527,32,8,231,0
86538,30,6,230,0
86549,29,6,229,0
86560,29,7,228,0
86571,29,10,227,0
86582,27,9,227,0
86593,26,12,228,0
86605,22,14,232,0
86616,21,14,230,0
86627,23,13,231,0
86638,23,11,230,0
86649,24,10,229,0
86660,26,10,229,0
86671,27,10,228,0
86682,29,9,227,0
86693,29,11,228,0
86704,30,12,227,0
86715,31,14,231,0
86726,34,13,231,0
86737,37,14,233,0
86748,43,14,228,0
86759,45,12,228,0
86770,46,14,229,0
86781,46,16,232,0
86792,44,17,232,0
86803,40,18,232,0
86815,39,18,231,0
86826,36,17,230,0
86837,34,18,230,0
86848,34,20,230,0
86859,35,21,230,0
86870,35,22,229,0
86881,37,24,230,0
86892,38,28,230,0
86903,44,26,234,0
86914,47,27,233,0
86925,51,22,232,0
86936,55,22,228,0
86947,55,21,227,0
86958,54,21,228,0
86969,49,24,227,0
86980,43,25,225,0
86991,38,22,225,0
87002,32,22,224,0
87013,29,23,226,0
87024,25,23,229,0
87035,24,23,231,0
87046,23,23,233,0
87057,26,20,233,0
87068,29,20,231,0
87079,33,19,230,0
87090,34,20,229,0
87101,36,20,230,0
87112,37,20,230,0
87123,36,20,229,0
87134,35,18,229,0
87145,32,20,228,0
87156,30,19,229,0
87167,28,16,229,0
87178,26,18,227,0
87189,24,18,227,0
87200,25,18,228,0
87211,25,20,232,0
87222,24,18,231,0
87233,23,19,230,0
87244,21,20,227,0
87255,17,20,228,0
87266,15,21,227,0
87277,14,24,228,0
87288,11,24,229,0
87299,10,23,230,0
87310,12,25,230,0
87321,14,26,231,0
87332,17,23,230,0
87343,21,22,229,0
87354,23,24,227,0
87365,25,24,226,0
87376,28,24,228,0
87387,28,25,227,0
87398,28,27,224,0
87409,28,26,222,0
87420,27,25,220,0
87431,26,26,221,0
87442,23,26,222,0
87453,24,27,224,0
87464,24,25,228,0
87475,27,25,227,0
87486,26,30,227,0
87497,28,29,222,0
87508,30,30,224,0
87519,31,30,222,0
87530,31,32,223,0
87541,33,31,223,0
87552,35,28,221,0
87563,38,30,217,0
87574,37,29,214,0
87585,39,29,216,0
87596,40,33,219,0
87607,34,34,219,0
87618,30,36,222,0
87629,28,37,229,0
87640,30,37,234,0
87651,28,41,239,0
87662,27,45,249,0
87673,26,48,258,0
87684,25,47,263,0
87695,24,43,263,0
87706,16,42,266,0
87717,11,44,275,0
87728,3,44,278,0
87739,2,45,279,0
87750,4,46,278,0
87761,6,48,277,0
87772,12,51,277,0
87783,19,58,281,0
87794,20,65,276,0
87805,12,69,259,0
87816,2,72,244,0
87828,-18,69,235,0
87839,-36,61,219,0
87850,-44,53,202,0
87861,-46,42,177,0
87872,-30,40,164,1
87883,-1,41,151,0
87894,26,24,130,0
87905,49,14,112,0
87916,114,9,86,0
87927,180,-40,98,0
87938,142,-76,177,0
87949,71,-48,159,0
87960,27,-10,163,0
87971,0,5,167,0
87982,1,-4,186,0
87993,18,-10,222,0
88004,37,16,268,0
88015,66,46,313,0
88026,97,49,384,1
88037,88,34,406,0
88048,77,24,408,0
88059,66,17,406,0
88070,67,7,406,0
88081,68,16,392,0
88092,66,28,385,0
88103,72,34,388,0
88114,82,35,383,0
88125,93,24,368,0
88136,97,4,344,0
88147,99,-4,311,0
88158,88,-24,289,0
88169,71,-56,257,0
88180,12,-39,193,0
88191,-9,-14,183,0
88202,-25,9,185,0
88213,-32,20,178,0
88224,-27,35,169,0
88235,-16,48,144,0
88246,-5,47,121,0
88257,15,34,100,0
88268,46,14,84,0
88279,79,-6,58,0
88290,105,-12,25,1
88301,113,-3,-23,0
88312,100,-6,-25,0
88323,76,-5,-26,0
88334,49,-7,15,0
88346,82,-33,65,0
88357,140,-66,123,0
88368,164,-40,117,0
88379,160,-2,200,0
88390,125,23,236,0
88401,110,-14,251,0
88412,96,-16,337,0
88423,74,-18,352,0
88434,59,-31,365,0
88445,39,-46,345,0
88456,-1,-42,355,0
88467,-39,-39,373,0
88478,-48,-39,384,0
88489,-25,-21,397,0
88500,23,-2,390,0
88511,26,13,369,0
88522,-36,-160,511,0
88533,68,78,350,0
88544,53,14,356,0
88555,53,42,340,0
88566,51,28,313,0
88577,37,25,265,0
88588,40,10,223,0
88599,38,0,179,0
88610,46,-13,155,0
88621,56,-12,142,0
88632,53,-9,115,0
88643,41,-2,77,0
88654,5,-1,25,0
88665,-7,-4,27,0
88676,-19,-7,35,0
88687,-13,-7,32,0
88698,14,0,21,0
88709,64,9,8,0
88720,144,46,-5,0
88731,177,3,34,1
88742,161,-78,101,0
88753,170,-31,88,0
88764,146,15,113,0
88775,131,-2,209,0
88786,120,2,313,0
88797,119,-24,389,0
88808,74,-24,459,0
88819,13,51,511,0
88830,35,79,511,0
88841,58,88,511,0
88852,55,64,492,0
88863,40,66,452,0
88874,28,73,437,0
88885,29,66,414,0
88896,31,43,386,0
88907,32,10,362,0
88918,30,-21,360,0
88929,31,-57,341,0
88940,42,-51,301,0
88951,31,-20,254,0
88962,23,-8,229,0
88973,32,-3,193,0
88984,46,13,100,0
88995,53,19,58,0
89006,60,23,7,0
89017,57,13,-37,0
89028,58,-14,-68,0
89039,66,-27,-78,0
89050,58,-2,-71,0
89061,44,5,-63,0
89072,55,-2,-60,0
89083,82,-2,-40,0
89094,112,-8,-16,0
89105,134,-18,8,0
89116,152,-7,53,0
89127,150,21,101,0
89138,161,0,178,0
89149,115,71,271,0
89160,115,58,342,1
89171,72,19,337,0
89182,1,-7,358,0
89193,-57,-29,382,0
89204,-104,-36,433,0
89215,-105,-27,454,0
89226,-105,-19,466,0
89237,-80,17,484,0
89248,-59,46,482,0
89259,-46,46,459,0
89270,-27,35,407,0
89281,-11,25,366,0
89292,7,22,345,0
89303,28,30,339,0
89314,44,71,362,0
89325,43,68,349,0
89336,39,61,306,0
89347,32,47,248,0
89359,25,32,203,0
89370,14,24,168,0
89381,-1,13,132,0
89392,-8,-6,94,0
89403,-11,-17,66,0
89414,-9,-30,57,0
89425,-13,-12,60,0
89436,-10,16,48,0
89447,-8,50,42,0
89458,7,51,-3,0
89469,12,22,-30,0
89480,8,2,-49,1
89491,9,-8,-54,0
89502,35,12,-56,0
89513,83,47,-43,0
89524,128,65,-7,0
89535,166,61,28,0
89546,315,109,26,0
89557,345,89,116,0
89568,239,-332,282,0
89579,161,-226,316,0
89590,113,-142,349,0
89601,129,-60,505,0
89612,125,27,511,0
89623,96,107,511,0
89634,90,86,511,1
89645,49,86,490,0
89656,0,85,461,0
89667,-47,84,449,0
89678,-66,66,439,0
89689,-68,53,454,0
89700,-54,48,449,0
89711,-21,64,430,0
89722,-19,83,382,0
89733,-1,94,340,0
89744,9,79,281,0
89755,21,78,209,0
89766,41,71,156,0
89777,54,62,128,0
89788,66,23,80,0
89799,81,15,56,0
89810,85,10,29,0
89821,74,8,19,0
89832,65,12,1,0
89843,63,3,-6,0
89854,68,15,-29,0
89865,74,25,-36,0
89876,91,29,-34,0
89887,110,28,-9,1
89898,125,19,11,0
89909,119,6,12,0
89920,110,-1,14,0
89931,88,3,27,0
89942,180,34,60,0
89953,109,28,439,0
89964,157,75,470,0
89975,159,11,322,0
89986,78,50,293,0
89997,75,-11,335,0
90008,59,-34,348,1
90019,30,-2,386,0
90030,-23,14,396,0
90041,-10,39,394,0
90052,30,43,393,0
90063,61,43,386,0
90074,59,29,378,0
90085,51,26,367,0
90096,36,24,362,0
90107,28,17,354,0
90118,28,7,311,0
90129,40,16,296,0
90140,29,36,275,0
90151,23,47,265,0
90162,30,54,260,0
90173,32,58,246,0
90184,29,47,227,0
90195,20,49,217,0
90206,7,48,200,0
90217,2,48,193,0
90228,2,49,183,0
90239,7,39,176,0
90250,3,22,162,0
90261,0,12,129,0
90272,0,4,67,0
90283,3,2,48,0
90294,3,0,40,0
90305,3,6,35,1
90316,0,12,34,0
90327,1,6,28,0
90338,65,16,8,0
90349,151,87,-12,0
90360,202,46,55,0
90371,142,-7,190,0
90382,109,-72,235,0
90393,73,-41,254,0
90404,26,-10,265,0
90415,-37,24,332,0
90426,-42,34,426,0
90437,-17,84,511,0
90448,6,95,511,0
90459,34,98,511,0
90470,61,96,482,0
90481,79,68,454,0
90492,84,37,424,0
90503,82,18,397,0
90514,78,11,377,0
90525,70,6,353,0
90536,65,-8,326,0
90547,47,-12,305,0
90558,25,-26,284,0
90569,24,-32,258,0
90581,43,-4,234,0
90592,35,43,193,0
90603,58,62,158,0
90614,66,51,110,0
90625,76,37,62,0
90636,89,14,14,0
90647,100,-1,-10,0
90658,96,-14,-42,0
90669,86,-11,-60,0
90680,74,1,-58,1
90691,71,13,-46,0
90702,73,19,-14,0
90713,90,7,-6,0
90724,119,-6,19,0
90735,184,-13,60,0
90746,131,27,144,0
90757,117,15,285,0
90768,154,56,285,0
90779,92,23,285,0
90790,75,4,324,0
90801,43,-23,340,0
90812,-19,-31,389,0
90823,-41,-17,424,1
90834,-44,-25,416,0
