timestamp,accX,accY,accZ,step
337939,-166,55,160,0
337950,-164,52,161,0
337961,-163,55,161,0
337972,-162,56,163,0
337983,-163,56,163,0
337993,-162,55,162,0
338003,-162,54,163,0
338014,-164,54,164,0
338025,-161,55,161,0
338036,-162,55,163,0
338046,-163,55,162,0
338057,-163,55,162,0
338068,-165,56,162,0
338079,-164,56,163,0
338090,-165,56,162,0
338101,-164,58,162,0
338112,-164,56,162,0
338123,-165,57,163,0
338134,-165,57,164,0
338145,-165,57,165,0
338156,-164,57,163,0
338167,-167,54,160,0
338178,-164,54,163,0
338189,-163,55,165,0
338200,-162,55,164,0
338211,-163,54,164,0
338222,-162,54,160,0
338233,-164,56,161,0
338244,-166,57,161,0
338255,-163,57,162,0
338266,-163,57,164,0
338277,-164,57,164,0
338288,-161,57,164,0
338299,-163,56,166,0
338310,-161,57,166,0
338321,-162,57,167,0
338332,-160,56,164,0
338343,-159,55,164,0
338354,-160,55,164,0
338365,-162,56,163,0
338376,-163,56,165,0
338387,-165,55,164,0
338398,-163,56,166,0
338409,-162,54,165,0
338420,-162,54,165,0
338431,-161,54,163,0
338442,-161,53,164,0
338453,-161,54,163,0
338464,-164,57,164,0
338475,-162,55,164,0
338486,-164,58,164,0
338497,-164,57,166,0
338508,-162,55,163,0
338519,-161,57,164,0
338530,-161,56,163,0
338541,-162,58,163,0
338552,-164,58,164,0
338563,-167,58,165,0
338574,-166,58,166,0
338585,-166,57,164,0
338596,-163,55,165,0
338607,-162,54,166,0
338618,-159,54,165,0
338629,-157,53,164,0
338640,-157,53,163,0
338651,-156,54,165,0
338662,-157,54,164,0
338673,-159,52,165,0
338684,-161,53,166,0
338695,-160,52,166,0
338706,-161,52,167,0
338717,-162,52,167,0
338728,-162,51,167,0
338739,-161,50,167,0
338750,-161,49,167,0
338761,-161,50,166,0
338772,-161,48,166,0
338783,-162,47,165,0
338794,-162,47,164,0
338805,-163,47,164,0
338816,-164,49,166,0
338827,-165,50,165,0
338838,-167,51,165,0
338849,-166,50,164,0
338860,-166,52,165,0
338871,-166,53,165,0
338882,-163,52,165,0
338893,-161,51,165,0
338904,-160,51,162,0
338915,-160,51,164,0
338926,-161,51,163,0
338937,-163,50,165,0
338948,-164,51,166,0
338959,-165,51,166,0
338970,-164,49,169,0
338981,-161,49,167,0
338992,-160,48,166,0
339003,-159,50,165,0
339014,-159,50,165,0
339025,-159,51,163,0
339036,-159,50,163,0
339047,-160,52,162,0
339058,-160,49,163,0
339069,-161,51,165,0
339080,-161,50,164,0
339091,-161,52,168,0
339102,-159,52,169,0
339113,-157,52,169,0
339124,-157,52,167,0
339135,-158,52,165,0
339146,-162,52,167,0
339157,-165,56,167,0
339168,-166,56,166,0
339179,-167,57,167,0
339190,-167,56,165,0
339201,-164,55,166,0
339212,-162,53,166,0
339223,-160,52,168,0
339234,-160,52,168,0
339245,-159,51,166,0
339256,-160,50,166,0
339267,-160,51,166,0
339278,-160,50,164,0
339289,-161,51,164,0
339300,-162,49,165,0
339311,-165,50,163,0
339322,-165,50,165,0
339333,-166,50,163,0
339344,-167,50,163,0
339355,-166,50,164,0
339366,-164,50,164,0
339377,-163,50,164,0
339388,-160,51,165,0
339399,-159,50,166,0
339410,-156,51,167,0
339421,-157,51,168,0
339432,-160,53,167,0
339443,-160,52,169,0
339454,-161,51,169,0
339465,-161,50,169,0
339476,-160,51,168,0
339487,-161,51,169,0
339498,-160,51,168,0
339509,-157,50,167,0
339520,-159,50,165,0
339531,-159,49,164,0
339542,-161,49,163,0
339553,-163,50,166,0
339564,-164,51,166,0
339575,-165,53,167,0
339586,-164,53,168,0
339597,-163,56,171,0
339608,-160,57,173,0
339619,-160,56,172,0
339630,-159,54,170,0
339641,-160,49,167,0
339652,-164,46,163,0
339663,-168,44,162,0
339674,-171,45,162,0
339685,-169,45,166,0
339696,-166,45,168,0
339707,-161,44,167,0
339718,-157,44,168,0
339729,-154,45,168,0
339740,-155,46,168,0
339751,-159,45,168,0
339762,-163,44,167,0
339773,-166,44,168,0
339784,-167,45,165,0
339795,-165,46,165,0
339806,-162,47,162,0
339817,-158,47,163,0
339828,-157,51,163,0
339839,-156,54,163,0
339850,-158,55,163,0
339861,-162,56,162,0
339872,-166,57,161,0
339883,-168,56,162,0
