timestamp,accX,accY,accZ,step
721805,43,3,235,0
721816,44,-4,224,0
721827,45,-1,226,0
721838,43,-3,224,0
721848,46,-3,226,0
721859,43,-4,219,0
721870,43,-3,228,0
721880,46,-1,228,0
721891,46,-2,233,0
721902,47,-2,233,0
721913,46,-2,229,0
721924,47,-3,223,0
721935,44,0,223,0
721945,44,1,228,0
721956,43,1,229,0
721967,43,2,231,0
721978,44,1,231,0
721989,44,2,232,0
722000,45,1,230,0
722011,47,0,229,0
722022,47,1,229,0
722033,47,0,229,0
722044,47,0,227,0
722055,48,1,227,0
722066,49,-1,226,0
722077,49,1,226,0
722088,51,0,225,0
722099,51,0,226,0
722110,49,0,227,0
722121,48,0,228,0
722132,47,0,228,0
722143,46,0,230,0
722154,44,0,232,0
722165,44,-1,232,0
722176,43,-1,232,0
722187,43,-1,228,0
722198,42,-2,228,0
722209,44,-2,228,0
722220,46,-2,226,0
722231,47,-2,228,0
722242,48,-3,227,0
722253,48,-3,227,0
722264,48,-2,226,0
722275,46,-3,229,0
722286,44,-1,230,0
722297,46,-2,230,0
722308,45,-1,231,0
722319,46,-3,230,0
722330,47,-3,229,0
722341,47,-2,229,0
722352,46,-2,229,0
722363,45,-2,226,0
722374,46,-3,229,0
722385,47,-4,230,0
722396,47,-2,229,0
722407,49,-1,229,0
722418,50,-3,230,0
722429,48,-1,228,0
722440,48,-2,228,0
722451,49,-2,229,0
722462,51,-3,228,0
722473,52,-3,228,0
722484,51,-1,226,0
722495,53,-2,226,0
722506,53,-1,226,0
722517,52,-1,226,0
722528,50,-1,227,0
722539,49,-1,228,0
722550,49,0,228,0
722561,49,0,229,0
722572,50,0,228,0
722583,49,1,228,0
722594,51,1,227,0
722605,48,0,228,0
722616,50,0,227,0
722627,50,-1,229,0
722638,50,0,229,0
722649,51,-1,228,0
722660,51,-1,228,0
722671,48,-1,226,0
722682,49,-2,227,0
722693,47,-2,227,0
722704,49,-2,227,0
722715,49,-2,228,0
722726,47,-1,229,0
722737,49,-3,228,0
722748,47,-3,228,0
722759,48,-1,230,0
722770,47,-1,227,0
722781,47,0,229,0
722792,47,0,228,0
722803,47,0,228,0
722814,47,-2,229,0
722825,48,-1,228,0
722836,47,-1,228,0
722847,48,-2,228,0
722858,48,-1,228,0
722869,47,-1,229,0
722880,48,-2,230,0
722891,48,-1,229,0
722902,48,0,229,0
722913,48,-1,230,0
722924,48,0,227,0
722935,49,-1,228,0
722946,48,0,228,0
722957,50,0,228,0
722968,50,0,229,0
722979,52,0,227,0
722990,50,0,228,0
723001,52,0,227,0
723012,49,0,227,0
723023,50,-1,229,0
723034,50,-1,228,0
723045,49,-1,229,0
723056,49,-2,229,0
723067,48,-1,229,0
723078,48,0,230,0
723089,48,1,229,0
723100,48,-1,227,0
723111,47,0,228,0
723122,47,0,228,0
723133,46,0,228,0
723144,48,0,228,0
723155,47,0,228,0
723166,48,0,228,0
723177,49,0,227,0
723188,50,-1,226,0
723199,53,0,229,0
723210,52,0,229,0
723221,53,-1,228,0
723232,53,-1,227,0
723243,54,-1,228,0
723254,54,-1,226,0
723265,54,-1,227,0
723276,54,-2,228,0
723287,52,-2,228,0
723298,51,0,228,0
723309,51,-1,228,0
723320,50,0,228,0
723331,50,0,227,0
723342,50,-1,228,0
723353,49,-1,229,0
723364,48,-1,228,0
